source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw,source_radar_timestamp,destination_radar_timestamp
1547556763975317,1547556763725574,0.000159,0.000090,-0.000000,-0.000000,-0.000000,-0.000043,1547556763853788,1547556763605140
1547556764226348,1547556763975317,0.000078,-0.000633,-0.000000,0.000000,0.000000,-0.000005,1547556764104839,1547556763853788
1547556764476618,1547556764226348,-0.000407,-0.000387,-0.000000,0.000000,-0.000000,0.000057,1547556764355517,1547556764104839
1547556764726545,1547556764476618,-0.000465,0.000793,0.000000,0.000000,-0.000000,-0.000009,1547556764605470,1547556764355517
1547556764976493,1547556764726545,-0.000504,-0.000145,0.000000,-0.000000,0.000000,0.000046,1547556764855404,1547556764605470
1547556765226701,1547556764976493,-0.000170,-0.000301,-0.000000,0.000000,0.000000,0.000031,1547556765105373,1547556764855404
1547556765476893,1547556765226701,-0.000075,0.000228,-0.000000,-0.000000,0.000000,-0.000030,1547556765355495,1547556765105373
1547556765728198,1547556765476893,-0.000042,0.000389,-0.000000,-0.000000,0.000000,-0.000006,1547556765606073,1547556765355495
1547556765980133,1547556765728198,-0.000002,0.000082,-0.000000,0.000000,0.000000,-0.000046,1547556765858249,1547556765606073
1547556766231831,1547556765980133,-0.000057,-0.000435,-0.000000,-0.000000,-0.000000,0.000022,1547556766109893,1547556765858249
1547556766483388,1547556766231831,0.000170,-0.000526,-0.000000,0.000000,-0.000000,0.000069,1547556766361809,1547556766109893
1547556766733746,1547556766483388,0.000298,-0.000239,-0.000000,-0.000000,-0.000000,0.000050,1547556766612672,1547556766361809
1547556766983870,1547556766733746,0.000366,0.000355,0.000000,0.000000,-0.000000,-0.000128,1547556766862605,1547556766612672
1547556767234311,1547556766983870,0.000363,-0.000169,-0.000000,0.000000,-0.000000,0.000024,1547556767113081,1547556766862605
1547556767484496,1547556767234311,0.000354,-0.000146,-0.000000,0.000000,0.000000,0.000027,1547556767363530,1547556767113081
1547556767734181,1547556767484496,-0.000140,-0.000115,-0.000000,0.000000,-0.000000,0.000023,1547556767613243,1547556767363530
1547556767983531,1547556767734181,-0.000022,0.000022,-0.000000,-0.000000,-0.000000,-0.000005,1547556767862878,1547556767613243
1547556768232558,1547556767983531,0.000088,0.000526,-0.000000,-0.000000,0.000000,-0.000074,1547556768111886,1547556767862878
1547556768481557,1547556768232558,-0.000041,0.000054,-0.000000,-0.000000,-0.000000,-0.000039,1547556768360945,1547556768111886
1547556768730470,1547556768481557,-0.000004,-0.000106,-0.000000,-0.000000,-0.000000,0.000015,1547556768610008,1547556768360945
1547556768979233,1547556768730470,-0.000282,-0.000086,-0.000000,0.000000,-0.000000,0.000017,1547556768858963,1547556768610008
1547556769227916,1547556768979233,-0.000022,0.000068,-0.000000,0.000000,-0.000000,-0.000008,1547556769107258,1547556768858963
1547556769477078,1547556769227916,-0.000180,0.000074,-0.000000,-0.000000,-0.000000,-0.000012,1547556769355916,1547556769107258
1547556769727534,1547556769477078,-0.000210,0.000055,-0.000000,0.000000,-0.000000,-0.000004,1547556769606166,1547556769355916
1547556769977648,1547556769727534,-0.000217,0.000151,-0.000000,-0.000000,-0.000000,-0.000021,1547556769856712,1547556769606166
1547556770227476,1547556769977648,-0.000146,0.000101,-0.000000,-0.000000,-0.000000,-0.000017,1547556770106504,1547556769856712
1547556770477307,1547556770227476,-0.000177,0.000100,-0.000000,-0.000000,-0.000000,-0.000012,1547556770356300,1547556770106504
1547556770727246,1547556770477307,-0.000202,0.000125,-0.000000,-0.000000,0.000000,-0.000014,1547556770606096,1547556770356300
1547556770977125,1547556770727246,-0.000383,0.000163,-0.000000,0.000000,-0.000000,-0.000038,1547556770856160,1547556770606096
1547556771227472,1547556770977125,-0.000190,0.000011,-0.000000,-0.000000,-0.000000,0.000006,1547556771105875,1547556770856160
1547556771478496,1547556771227472,-0.000252,0.000109,-0.000000,-0.000000,0.000000,-0.000015,1547556771356418,1547556771105875
1547556771730200,1547556771478496,-0.000221,0.000085,-0.000000,0.000000,-0.000000,-0.000016,1547556771608264,1547556771356418
1547556771981959,1547556771730200,-0.000159,0.000059,-0.000000,-0.000000,0.000000,0.000000,1547556771860229,1547556771608264
1547556772232970,1547556771981959,-0.000315,0.000094,-0.000000,-0.000000,-0.000000,-0.000020,1547556772111332,1547556771860229
1547556772483773,1547556772232970,-0.000131,0.000078,-0.000000,-0.000000,-0.000000,0.000005,1547556772362395,1547556772111332
1547556772734133,1547556772483773,-0.000165,0.000064,-0.000000,-0.000000,0.000000,-0.000010,1547556772612807,1547556772362395
1547556772984647,1547556772734133,-0.000405,0.000028,-0.000000,0.000000,-0.000000,-0.000001,1547556772863339,1547556772612807
1547556773234629,1547556772984647,-0.001186,-0.000564,-0.000000,0.000000,0.000000,0.000053,1547556773113764,1547556772863339
1547556773484219,1547556773234629,-0.001144,-0.000474,-0.000000,0.000000,0.000000,0.000053,1547556773363433,1547556773113764
1547556773733682,1547556773484219,-0.001279,-0.000634,-0.000000,-0.000000,0.000000,0.000070,1547556773612828,1547556773363433
1547556773982820,1547556773733682,-0.001238,-0.000508,-0.000000,-0.000000,-0.000000,0.000047,1547556773862397,1547556773612828
1547556774231592,1547556773982820,-0.001504,-0.000474,-0.000000,-0.000000,-0.000000,0.000096,1547556774110883,1547556773862397
1547556774480598,1547556774231592,-0.002587,0.000430,-0.000000,-0.000000,-0.000000,0.000102,1547556774359967,1547556774110883
1547556774729064,1547556774480598,-0.002439,0.000318,-0.000000,0.000000,-0.000000,0.000118,1547556774608873,1547556774359967
1547556774977689,1547556774729064,-0.002519,0.000374,-0.000000,0.000000,-0.000000,0.000116,1547556774857151,1547556774608873
1547556775228098,1547556774977689,-0.002449,0.000421,-0.000000,-0.000000,-0.000000,0.000108,1547556775106156,1547556774857151
1547556775478509,1547556775228098,-0.002458,0.000308,-0.000000,-0.000000,-0.000000,0.000125,1547556775357187,1547556775106156
1547556775728490,1547556775478509,-0.002326,0.000417,0.000000,-0.000000,0.000000,0.000102,1547556775607518,1547556775357187
1547556775978075,1547556775728490,-0.002382,0.000374,-0.000000,0.000000,-0.000000,0.000122,1547556775857187,1547556775607518
1547556776227874,1547556775978075,-0.002470,0.000422,-0.000000,-0.000000,-0.000000,0.000131,1547556776106858,1547556775857187
1547556776478306,1547556776227874,0.001585,0.000313,-0.000000,0.000000,-0.000000,0.000259,1547556776356706,1547556776106858
1547556776729523,1547556776478306,0.028479,0.002059,-0.000000,-0.000000,0.000000,0.000558,1547556776607714,1547556776356706
1547556776981077,1547556776729523,0.018263,-0.003337,-0.000000,0.000000,0.000000,0.001711,1547556776859389,1547556776607714
1547556777232484,1547556776981077,0.086125,-0.000076,-0.000000,-0.000000,-0.000000,0.004234,1547556777110832,1547556776859389
1547556777482963,1547556777232484,0.200580,0.006180,-0.000000,0.000000,-0.000000,0.008049,1547556777361760,1547556777110832
1547556777733021,1547556777482963,0.281393,0.010581,-0.000000,0.000000,0.000000,0.012651,1547556777612150,1547556777361760
1547556777983258,1547556777733021,0.366150,0.013643,-0.000000,0.000000,-0.000000,0.015602,1547556777861769,1547556777612150
1547556778233382,1547556777983258,0.473187,0.016164,0.000000,0.000000,0.000000,0.015831,1547556778112368,1547556777861769
1547556778483393,1547556778233382,0.602845,0.019772,-0.000000,-0.000000,0.000000,0.022139,1547556778362383,1547556778112368
1547556778732802,1547556778483393,0.728680,0.019624,-0.000000,0.000000,-0.000000,0.018244,1547556778612117,1547556778362383
1547556778982452,1547556778732802,0.856963,0.011284,-0.000000,-0.000000,-0.000000,0.012858,1547556778861548,1547556778612117
1547556779231709,1547556778982452,0.970207,0.004787,-0.000000,-0.000000,0.000000,0.008462,1547556779111218,1547556778861548
1547556779480550,1547556779231709,1.091722,-0.000940,-0.000000,0.000000,0.000000,0.004054,1547556779360022,1547556779111218
1547556779729220,1547556779480550,1.208988,-0.009513,-0.000000,-0.000000,-0.000000,-0.002696,1547556779608780,1547556779360022
1547556779977622,1547556779729220,1.320496,-0.015439,-0.000000,-0.000000,-0.000000,-0.002506,1547556779857300,1547556779608780
1547556780226013,1547556779977622,1.434740,-0.013436,-0.000000,-0.000000,-0.000000,-0.002307,1547556780105666,1547556779857300
1547556780475729,1547556780226013,1.546606,-0.014584,-0.000000,-0.000000,-0.000000,-0.002318,1547556780354387,1547556780105666
1547556780725794,1547556780475729,1.661326,-0.024030,-0.000000,-0.000000,0.000000,-0.002855,1547556780604656,1547556780354387
1547556780975845,1547556780725794,1.734412,-0.018154,-0.000000,-0.000000,-0.000000,-0.003269,1547556780854772,1547556780604656
1547556781225453,1547556780975845,1.812797,-0.019341,-0.000000,-0.000000,-0.000000,-0.004888,1547556781104579,1547556780854772
1547556781475203,1547556781225453,1.898911,-0.028051,-0.000000,-0.000000,-0.000000,-0.005768,1547556781354093,1547556781104579
1547556781725127,1547556781475203,1.953834,-0.029551,-0.000000,0.000000,-0.000000,-0.007189,1547556781604026,1547556781354093
1547556781975035,1547556781725127,2.010162,-0.023642,-0.000000,0.000000,0.000000,-0.007110,1547556781854135,1547556781604026
1547556782224371,1547556781975035,2.045140,-0.028238,-0.000000,0.000000,-0.000000,-0.005870,1547556782103686,1547556781854135
1547556782473946,1547556782224371,2.092769,-0.027188,-0.000000,0.000000,-0.000000,-0.009320,1547556782352974,1547556782103686
1547556782723600,1547556782473946,2.133442,-0.028021,-0.000000,0.000000,-0.000000,-0.008687,1547556782602532,1547556782352974
1547556782973908,1547556782723600,2.209192,-0.027739,-0.000000,0.000000,-0.000000,-0.008050,1547556782852449,1547556782602532
1547556783225278,1547556782973908,2.276866,-0.030887,-0.000000,0.000000,-0.000000,-0.006424,1547556783103199,1547556782852449
1547556783476872,1547556783225278,2.244383,-0.027381,-0.000000,-0.000000,0.000000,-0.005765,1547556783355309,1547556783103199
1547556783728124,1547556783476872,2.216478,-0.020331,-0.000000,0.000000,0.000000,-0.005920,1547556783606302,1547556783355309
1547556783979086,1547556783728124,2.217898,-0.021469,-0.000000,-0.000000,0.000000,-0.001907,1547556783857867,1547556783606302
1547556784229380,1547556783979086,2.263615,-0.021170,-0.000000,-0.000000,-0.000000,-0.002474,1547556784108276,1547556783857867
1547556784479805,1547556784229380,2.276879,-0.018633,-0.000000,-0.000000,-0.000000,-0.002315,1547556784358447,1547556784108276
1547556784729746,1547556784479805,2.273109,-0.017905,-0.000000,-0.000000,-0.000000,-0.001339,1547556784609012,1547556784358447
1547556784979295,1547556784729746,2.288446,-0.009742,-0.000000,0.000000,-0.000000,0.000270,1547556784858394,1547556784609012
1547556785229003,1547556784979295,2.300185,-0.009701,-0.000000,-0.000000,-0.000000,-0.000862,1547556785107963,1547556784858394
1547556785477286,1547556785229003,2.321880,-0.017544,-0.000000,-0.000000,-0.000000,0.000405,1547556785357029,1547556785107963
1547556785725901,1547556785477286,2.330075,-0.013754,-0.000000,-0.000000,-0.000000,-0.000494,1547556785605207,1547556785357029
1547556785974962,1547556785725901,2.337167,-0.012992,-0.000000,-0.000000,-0.000000,0.000323,1547556785854366,1547556785605207
1547556786223365,1547556785974962,2.346668,-0.009799,-0.000000,0.000000,-0.000000,-0.000829,1547556786103315,1547556785854366
1547556786472108,1547556786223365,2.360360,-0.007787,-0.000000,-0.000000,0.000000,-0.001331,1547556786351296,1547556786103315
1547556786722324,1547556786472108,2.369537,-0.006902,-0.000000,0.000000,-0.000000,-0.000206,1547556786600783,1547556786351296
1547556786972699,1547556786722324,2.328458,-0.011468,-0.000000,-0.000000,0.000000,-0.001416,1547556786851665,1547556786600783
1547556787222379,1547556786972699,2.305691,-0.006165,-0.000000,-0.000000,-0.000000,-0.000665,1547556787101671,1547556786851665
1547556787472034,1547556787222379,2.299530,-0.005072,-0.000000,-0.000000,0.000000,-0.002603,1547556787350929,1547556787101671
1547556787722901,1547556787472034,2.289543,-0.010577,-0.000000,0.000000,-0.000000,-0.000398,1547556787601031,1547556787350929
1547556787974679,1547556787722901,2.282912,-0.013587,-0.000000,0.000000,-0.000000,-0.002168,1547556787852831,1547556787601031
1547556788226016,1547556787974679,2.236122,-0.015884,-0.000000,0.000000,0.000000,-0.001551,1547556788104447,1547556787852831
1547556788476593,1547556788226016,2.221072,-0.010480,-0.000000,0.000000,0.000000,-0.002082,1547556788355237,1547556788104447
1547556788727227,1547556788476593,2.222007,-0.011842,-0.000000,0.000000,0.000000,-0.003958,1547556788605701,1547556788355237
1547556788977801,1547556788727227,2.215413,-0.012077,-0.000000,0.000000,-0.000000,-0.003188,1547556788856547,1547556788605701
1547556789227872,1547556788977801,2.214913,-0.012958,-0.000000,-0.000000,0.000000,-0.003256,1547556789106724,1547556788856547
1547556789477294,1547556789227872,2.156131,-0.010133,-0.000000,0.000000,0.000000,-0.000630,1547556789356112,1547556789106724
1547556789726941,1547556789477294,2.174704,-0.007726,-0.000000,0.000000,-0.000000,0.001234,1547556789606309,1547556789356112
1547556789975941,1547556789726941,2.194649,0.000789,-0.000000,0.000000,0.000000,0.004718,1547556789855324,1547556789606309
1547556790224687,1547556789975941,2.239432,-0.000514,-0.000000,-0.000000,0.000000,0.006803,1547556790104318,1547556789855324
1547556790473285,1547556790224687,2.305345,0.006641,-0.000000,-0.000000,-0.000000,0.008651,1547556790352800,1547556790104318
1547556790721713,1547556790473285,2.312251,0.006635,-0.000000,-0.000000,-0.000000,0.011692,1547556790601441,1547556790352800
1547556790970312,1547556790721713,2.326103,0.004915,-0.000000,0.000000,-0.000000,0.013032,1547556790849636,1547556790601441
1547556791219755,1547556790970312,2.343172,0.011025,-0.000000,0.000000,-0.000000,0.013989,1547556791098841,1547556790849636
1547556791470065,1547556791219755,2.374917,0.012393,-0.000000,0.000000,-0.000000,0.011737,1547556791348633,1547556791098841
1547556791720217,1547556791470065,2.347506,0.004462,-0.000000,-0.000000,-0.000000,0.004833,1547556791599339,1547556791348633
1547556791970103,1547556791720217,2.320034,-0.008215,-0.000000,-0.000000,-0.000000,0.003866,1547556791849152,1547556791599339
1547556792219894,1547556791970103,2.329364,-0.001620,-0.000000,-0.000000,-0.000000,0.002267,1547556792098919,1547556791849152
1547556792469676,1547556792219894,2.375151,-0.018854,-0.000000,0.000000,-0.000000,0.000761,1547556792348717,1547556792098919
1547556792719293,1547556792469676,2.345766,-0.011312,-0.000000,-0.000000,-0.000000,-0.001535,1547556792598300,1547556792348717
1547556792969046,1547556792719293,2.375965,-0.029273,-0.000000,0.000000,0.000000,-0.009301,1547556792847950,1547556792598300
1547556793218897,1547556792969046,2.429839,-0.038360,-0.000000,-0.000000,-0.000000,-0.010764,1547556793097883,1547556792847950
1547556793468628,1547556793218897,2.443628,-0.026343,-0.000000,-0.000000,-0.000000,-0.011137,1547556793347899,1547556793097883
1547556793720538,1547556793468628,2.483283,-0.017553,-0.000000,-0.000000,-0.000000,-0.008868,1547556793597371,1547556793347899
1547556793971477,1547556793720538,2.443482,-0.016527,-0.000000,-0.000000,-0.000000,-0.006616,1547556793849424,1547556793597371
1547556794223320,1547556793971477,2.448082,-0.007330,-0.000000,-0.000000,-0.000000,-0.005532,1547556794101479,1547556793849424
1547556794474303,1547556794223320,2.525568,-0.015113,-0.000000,0.000000,0.000000,-0.004110,1547556794352931,1547556794101479
1547556794724906,1547556794474303,2.634397,-0.008047,-0.000000,0.000000,0.000000,-0.003340,1547556794603488,1547556794352931
1547556794975461,1547556794724906,2.662765,-0.017996,-0.000000,0.000000,-0.000000,-0.001198,1547556794854108,1547556794603488
1547556795225708,1547556794975461,2.639538,-0.002885,-0.000000,-0.000000,0.000000,0.000225,1547556795104448,1547556794854108
1547556795475553,1547556795225708,2.608986,-0.005503,-0.000000,0.000000,-0.000000,-0.000010,1547556795354823,1547556795104448
1547556795725886,1547556795475553,2.547580,-0.009346,-0.000000,-0.000000,-0.000000,-0.000280,1547556795604179,1547556795354823
1547556795974870,1547556795725886,2.522611,-0.005408,-0.000000,0.000000,-0.000000,0.000121,1547556795853915,1547556795604179
1547556796224106,1547556795974870,2.492831,0.000608,-0.000000,-0.000000,0.000000,0.001230,1547556796103630,1547556795853915
1547556796473023,1547556796224106,2.525916,-0.003692,-0.000000,-0.000000,0.000000,0.002087,1547556796352384,1547556796103630
1547556796721814,1547556796473023,2.451090,-0.000212,-0.000000,0.000000,-0.000000,0.002907,1547556796601407,1547556796352384
1547556796970291,1547556796721814,2.447352,-0.004340,-0.000000,-0.000000,-0.000000,0.002602,1547556796850085,1547556796601407
1547556797219066,1547556796970291,2.518312,-0.000702,-0.000000,0.000000,0.000000,0.001140,1547556797098445,1547556796850085
1547556797469190,1547556797219066,2.562227,-0.009450,0.000000,0.000000,0.000000,0.001708,1547556797347810,1547556797098445
1547556797719686,1547556797469190,2.557919,-0.005990,-0.000000,0.000000,0.000000,0.001890,1547556797598478,1547556797347810
1547556797969798,1547556797719686,2.545037,-0.011114,-0.000000,-0.000000,-0.000000,0.002751,1547556797848590,1547556797598478
1547556798219852,1547556797969798,2.535416,0.002350,-0.000000,0.000000,0.000000,0.002297,1547556798098880,1547556797848590
1547556798469646,1547556798219852,2.366346,-0.013489,-0.000000,-0.000000,0.000000,0.000584,1547556798348511,1547556798098880
1547556798719405,1547556798469646,2.470125,-0.001974,-0.000000,0.000000,0.000000,-0.000266,1547556798598465,1547556798348511
1547556798969107,1547556798719405,2.563432,-0.010615,-0.000000,0.000000,-0.000000,0.000181,1547556798848184,1547556798598465
1547556799219550,1547556798969107,2.557367,-0.012194,-0.000000,-0.000000,0.000000,0.000520,1547556799097945,1547556798848184
1547556799471169,1547556799219550,2.550273,-0.011476,-0.000000,-0.000000,-0.000000,-0.000278,1547556799349006,1547556799097945
1547556799723030,1547556799471169,2.509192,-0.012035,-0.000000,0.000000,-0.000000,0.000191,1547556799601304,1547556799349006
1547556799974112,1547556799723030,2.501390,-0.007911,-0.000000,0.000000,-0.000000,-0.000150,1547556799852693,1547556799601304
1547556800224786,1547556799974112,2.473206,-0.011437,-0.000000,-0.000000,0.000000,-0.000159,1547556800103293,1547556799852693
1547556800475097,1547556800224786,2.455107,-0.022710,-0.000000,-0.000000,-0.000000,0.000541,1547556800354140,1547556800103293
1547556800724973,1547556800475097,2.465466,-0.015439,-0.000000,0.000000,0.000000,0.000535,1547556800603933,1547556800354140
1547556800975008,1547556800724973,2.476024,-0.009172,-0.000000,0.000000,-0.000000,0.000508,1547556800853724,1547556800603933
1547556801224809,1547556800975008,2.470552,-0.005526,-0.000000,0.000000,-0.000000,0.000414,1547556801104054,1547556800853724
1547556801474197,1547556801224809,2.466525,-0.007016,-0.000000,0.000000,-0.000000,0.000803,1547556801353376,1547556801104054
1547556801723734,1547556801474197,2.463125,-0.004851,-0.000000,-0.000000,0.000000,0.001586,1547556801602853,1547556801353376
1547556801972760,1547556801723734,2.457879,-0.002132,-0.000000,-0.000000,-0.000000,0.001529,1547556801852423,1547556801602853
1547556802221542,1547556801972760,2.453158,-0.001871,-0.000000,0.000000,0.000000,0.003610,1547556802101006,1547556801852423
1547556802470436,1547556802221542,2.423281,0.005727,-0.000000,0.000000,0.000000,0.004978,1547556802349808,1547556802101006
1547556802719691,1547556802470436,2.412198,0.006095,-0.000000,0.000000,-0.000000,0.005421,1547556802598842,1547556802349808
1547556802970395,1547556802719691,2.434531,0.012267,-0.000000,-0.000000,-0.000000,0.009728,1547556802848337,1547556802598842
1547556803220102,1547556802970395,2.433653,0.010727,-0.000000,-0.000000,-0.000000,0.009816,1547556803099232,1547556802848337
1547556803469364,1547556803220102,2.420718,0.016730,-0.000000,-0.000000,-0.000000,0.008764,1547556803348921,1547556803099232
1547556803718896,1547556803469364,2.429794,0.007678,-0.000000,-0.000000,0.000000,0.006961,1547556803597552,1547556803348921
1547556803969666,1547556803718896,2.383379,0.006877,-0.000000,-0.000000,-0.000000,0.006873,1547556803847943,1547556803597552
1547556804221393,1547556803969666,2.280950,0.006996,-0.000000,0.000000,-0.000000,0.006702,1547556804099410,1547556803847943
1547556804472968,1547556804221393,2.292301,0.006912,-0.000000,-0.000000,-0.000000,0.007914,1547556804351171,1547556804099410
1547556804723730,1547556804472968,2.416541,0.005245,-0.000000,-0.000000,-0.000000,0.005734,1547556804602763,1547556804351171
1547556804973793,1547556804723730,2.435252,0.001382,-0.000000,-0.000000,-0.000000,0.004029,1547556804852627,1547556804602763
1547556805224425,1547556804973793,2.410600,0.002094,-0.000000,-0.000000,-0.000000,0.002811,1547556805102861,1547556804852627
1547556805474650,1547556805224425,2.400570,0.000919,-0.000000,-0.000000,0.000000,0.001891,1547556805353758,1547556805102861
1547556805723779,1547556805474650,2.397601,0.001296,-0.000000,0.000000,-0.000000,0.003261,1547556805603367,1547556805353758
1547556805973063,1547556805723779,2.412742,0.000337,-0.000000,-0.000000,-0.000000,0.002573,1547556805852132,1547556805603367
1547556806222751,1547556805973063,2.440420,-0.002788,-0.000000,0.000000,-0.000000,0.002589,1547556806101871,1547556805852132
1547556806471831,1547556806222751,2.435801,0.003900,-0.000000,0.000000,-0.000000,0.003502,1547556806351489,1547556806101871
1547556806720808,1547556806471831,2.433606,0.001646,-0.000000,0.000000,-0.000000,0.005804,1547556806600111,1547556806351489
1547556806969695,1547556806720808,2.427664,0.003961,-0.000000,-0.000000,-0.000000,0.006141,1547556806849379,1547556806600111
1547556807217860,1547556806969695,2.422134,0.004899,0.000000,-0.000000,-0.000000,0.006803,1547556807097638,1547556806849379
1547556807466781,1547556807217860,2.445951,0.005370,-0.000000,0.000000,-0.000000,0.005865,1547556807345820,1547556807097638
1547556807716947,1547556807466781,2.450692,0.002078,-0.000000,0.000000,0.000000,0.006779,1547556807595547,1547556807345820
1547556807967188,1547556807716947,2.426477,0.006458,-0.000000,-0.000000,0.000000,0.006328,1547556807846135,1547556807595547
1547556808216961,1547556807967188,2.359007,0.004719,-0.000000,-0.000000,0.000000,0.004611,1547556808095933,1547556807846135
1547556808466515,1547556808216961,2.359310,0.003294,-0.000000,-0.000000,0.000000,0.003794,1547556808345720,1547556808095933
1547556808716340,1547556808466515,2.406185,-0.001920,-0.000000,0.000000,-0.000000,0.002942,1547556808595032,1547556808345720
1547556808966318,1547556808716340,2.432647,-0.003640,-0.000000,-0.000000,-0.000000,0.003354,1547556808845486,1547556808595032
1547556809215668,1547556808966318,2.396638,-0.004931,-0.000000,0.000000,-0.000000,0.002754,1547556809095029,1547556808845486
1547556809465077,1547556809215668,2.312306,-0.007880,-0.000000,0.000000,-0.000000,0.000818,1547556809344183,1547556809095029
1547556809714318,1547556809465077,2.321152,-0.003753,-0.000000,-0.000000,-0.000000,0.002479,1547556809593351,1547556809344183
1547556809965050,1547556809714318,2.317432,-0.003840,-0.000000,0.000000,0.000000,0.001463,1547556809843285,1547556809593351
1547556810217230,1547556809965050,2.347715,-0.004832,-0.000000,-0.000000,-0.000000,0.002950,1547556810094820,1547556809843285
1547556810469524,1547556810217230,2.353895,-0.005129,-0.000000,0.000000,-0.000000,0.001904,1547556810347654,1547556810094820
1547556810720570,1547556810469524,2.345907,-0.009575,-0.000000,-0.000000,0.000000,0.000781,1547556810599224,1547556810347654
1547556810971015,1547556810720570,2.342003,-0.013852,-0.000000,-0.000000,-0.000000,0.000389,1547556810849738,1547556810599224
1547556811221574,1547556810971015,2.311134,-0.016079,-0.000000,-0.000000,-0.000000,-0.004238,1547556811100229,1547556810849738
1547556811472706,1547556811221574,2.306955,-0.021609,-0.000000,-0.000000,-0.000000,-0.007874,1547556811350744,1547556811100229
1547556811722271,1547556811472706,2.309880,-0.030883,-0.000000,-0.000000,-0.000000,-0.008647,1547556811601320,1547556811350744
1547556811972025,1547556811722271,2.307490,-0.030456,-0.000000,0.000000,-0.000000,-0.011537,1547556811851255,1547556811601320
1547556812221429,1547556811972025,2.310960,-0.028590,-0.000000,0.000000,0.000000,-0.012259,1547556812100654,1547556811851255
1547556812470729,1547556812221429,2.329154,-0.029889,-0.000000,0.000000,-0.000000,-0.013290,1547556812350056,1547556812100654
1547556812719700,1547556812470729,2.292863,-0.036964,-0.000000,0.000000,0.000000,-0.013020,1547556812599311,1547556812350056
1547556812968474,1547556812719700,2.269470,-0.030421,-0.000000,0.000000,0.000000,-0.010290,1547556812847921,1547556812599311
1547556813217524,1547556812968474,2.271612,-0.025076,-0.000000,0.000000,-0.000000,-0.009310,1547556813096882,1547556812847921
1547556813467154,1547556813217524,2.269011,-0.018442,-0.000000,-0.000000,0.000000,-0.007912,1547556813345780,1547556813096882
1547556813717568,1547556813467154,2.277399,-0.018714,-0.000000,0.000000,-0.000000,-0.007085,1547556813596504,1547556813345780
1547556813967322,1547556813717568,2.274434,-0.009460,-0.000000,0.000000,0.000000,-0.002659,1547556813846481,1547556813596504
1547556814216876,1547556813967322,2.233928,-0.008646,-0.000000,-0.000000,-0.000000,-0.001933,1547556814096073,1547556813846481
1547556814466310,1547556814216876,2.242596,-0.005343,-0.000000,-0.000000,-0.000000,0.000121,1547556814345560,1547556814096073
1547556814716344,1547556814466310,2.205821,-0.012281,-0.000000,-0.000000,0.000000,-0.004825,1547556814595058,1547556814345560
1547556814966599,1547556814716344,2.094291,-0.022413,-0.000000,-0.000000,-0.000000,-0.008406,1547556814845467,1547556814595058
1547556815217156,1547556814966599,2.018143,-0.025102,-0.000000,-0.000000,-0.000000,-0.010410,1547556815095410,1547556814845467
